timestamp,price,market_cap,volume
2024-09-18 04:12:38,60514.12318125176,1195490875467.5955,39195349542.690544
2024-09-18 05:08:12,60355.3951320565,1192400681791.4194,40466370935.756256
2024-09-18 06:16:10,60320.42252263266,1191667224955.7273,39200767133.36169
2024-09-18 07:26:53,60342.12443291608,1192291922597.0884,40187357755.2677
2024-09-18 08:13:57,60238.90248548927,1190690771373.2278,36764756933.06752
2024-09-18 09:05:59,60194.655723707816,1189341759067.0667,38963241918.630806
2024-09-18 10:12:16,59781.959515665185,1181043420229.8826,39719038124.97462
2024-09-18 11:28:59,59982.66746095182,1185102342933.1233,38387655216.44212
2024-09-18 12:02:28,59871.92952024553,1183570643768.2693,40488462469.4511
2024-09-18 13:16:46,59865.634809302755,1181814505608.5078,37931377325.134674
2024-09-18 14:14:03,59450.8514452217,1173591691896.8577,39282585931.25297
2024-09-18 15:28:46,59511.02624805182,1176084252912.7092,34448704486.11122
2024-09-18 16:21:07,59520.59594606601,1177353803147.2866,32955040439.047935
2024-09-18 17:17:25,59602.29473219028,1177278162206.281,29235593843.044865
2024-09-18 18:11:54,60171.933857235636,1184868694091.7654,34064296564.400547
2024-09-18 19:19:09,60678.62222921164,1197692981506.477,39064989182.02266
2024-09-18 20:03:29,60033.62696794817,1186703827628.5881,40040005089.557335
2024-09-18 21:26:39,60334.71975583846,1191219369997.72,40335103656.21749
2024-09-18 22:30:17,60481.06798044665,1194780112148.0234,40082367149.71366
2024-09-18 23:28:44,61165.471218697974,1205010281813.0059,40880547419.01115
2024-09-19 00:02:41,61826.717613028115,1217228646356.4077,42833712988.22704
2024-09-19 01:16:51,61852.93928771889,1224469330695.0715,43527127242.6267
2024-09-19 02:21:34,61982.67165987673,1225022763780.656,46494549186.85975
2024-09-19 03:23:43,61995.878699547255,1224697271382.4387,48215516217.01799
2024-09-19 04:08:26,62151.170540432715,1227392267035.6614,43310826150.89654
2024-09-19 05:05:31,62112.07774058046,1226885833839.3916,47125243300.46707
2024-09-19 06:18:29,61868.704910266235,1222380152207.75,45144865112.979675
2024-09-19 07:23:42,62070.28774196219,1225843620609.0137,48211259500.181564
2024-09-19 08:17:36,62138.77892749226,1226780761079.7834,45386831696.898674
2024-09-19 09:19:00,62142.55195399946,1227494947535.4639,49063904845.532036
2024-09-19 10:23:37,62437.87543011053,1233685571557.307,47744298112.467255
2024-09-19 11:20:09,62435.71774305727,1233269197455.2915,48422473822.95352
2024-09-19 12:07:29,62705.46504031729,1239081190466.425,32720013599.33649
2024-09-19 13:16:31,63214.12051670896,1248600370474.3503,52239021532.94081
2024-09-19 14:17:21,63409.84242468018,1247554672380.9116,54055769606.44209
2024-09-19 15:24:32,63060.55291609862,1246264894095.9646,53594999651.058174
2024-09-19 16:01:55,63156.58167514334,1248483015472.4863,54691719101.788795
2024-09-19 17:01:15,63691.94971858993,1258388535237.308,56382834335.57569
2024-09-19 18:27:32,63710.849971934,1255482483833.5923,53648228800.70506
